NRawSta;DataMode;TrafficInterval;PayloadSize;BeaconInterval;Name;PropagationLossExponent;PropagationLossReferenceLoss;APAlwaysSchedulesForNextSlot;MinRTO;SimulationTime;TrafficType;TrafficIntervalDeviation;TCPSegmentSize;TCPInitialSlowStartThreshold;TCPInitialCwnd;MaxTimeOfPacketsInQueue;IPCameraMotionPercentage;IPCameraMotionDuration;IPCameraDataRate;NSta;CoolDownPeriod;FirmwareSize;FirmwareBlockSize;FirmwareCorruptionProbability;FirmwareNewUpdateProbability;SensorMeasurementSize;NGroup;SlotFormat;NRawSlotCount;NRawSlotDuration;NRawSlotNum;ContentionPerRAWSlot;ContentionPerRAWSlotOnlyInFirstGroup;numOfRpsElements;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded;TotalDozeTime;Jitter;Reliability;InterPacketDelayAtServer;InterPacketDelayAtClient;InterPacketDelayDeviationPercentageAtServer;InterPacketDelayDeviationPercentageAtClient
64;MCS2_0;1000;4096;204800;test;3.760000;8.000000;0;81920000;20.000000;coap;100;3216;65535;1;1000;1.000000;10;128;64;0;512000;1024;0.010000;0.010000;54;2;1;849;2;-1;0;;;0.046875,0,0,0,0,1;11.734375,6,11,14.25,2,41;10.734375,4,9.5,13.25,1,41;42.25,35,41,45,31,74;-0.390625,-1,-0.5,0,-1,1;157.5836588125,-1,108.2666665,311.67857125,-1.000000,449.333333;0,0,0,0,0,0;12695.890625,11802,12839,13521,10785,14524;127.40625,-1,82.5,248.25,-1,346;47.3125,-1,42.5,93,-1.000000,100.000000;496.578125,-1,389,840,-1.000000,1262.000000;469.796875,-1,400,837.75,-1.000000,1264.000000;13.78931884375,-1,8.7311375,25.39445075,-1.000000,90.009562;14.0789065,-1,9.081473,26.4461955,-1.000000,56.494438
